Food,Category,Calories
energydiet. soupe thai,en:soups,0.037093690248565965
ice tea,en:iced-teas,0.0
potiron et j’irai,en:pumpkin-soups,0.0034894837476099425
keto rolls,en:electrolytes,0.009990439770554494
4 ore senza fame bio,en:snacks,0.044383365200764816
iceberg lettuce,en:iceberg-lettuce,0.0014340344168260039
pasta di cacao nero assoluto 100%,en:dark-chocolates,0.062308795411089864
assortiment d'amandes cacatoès et croustilles,en:chocolate-covered-almonds,0.054397705544933075
isalean shake,en:dietary-supplements,0.03934034416826004
velouté de 10 légumes,en:cream-of-vegetable-soups,0.001864244741873805
"funsch, high quality marzipan",en:confectioneries,0.04610420650095602
isalean shake,en:dietary-supplements,0.03934034416826004
crema spalmabile arachidi,en:nut-butters,0.04660611854684513
proteine break,en:bodybuilding-supplements,0.04541108986615679
soft chewy twisted candy bites,en:confectioneries,0.029995219885277247
gaspacho bio liebig,en:gazpacho,0.0027963671128107075
sweet envy,en:fruits-and-vegetables-based-foods,0.0035850860420650094
smoothie fraise-banane,en:smoothies,0.005903441682600382
huile d'olive vierge extra aop,en:olive-oils-from-haute-provence,0.08099904397705544
noix du brésil,en:brazil-nuts,0.07069789674952198
gummy soda bottles,en:confectioneries,0.025
pella mushroom coffee,en:sausages,0.0005975143403441683
confiture de coing,en:quince-jams,0.02390057361376673
osella linea protein,en:primo-sale,0.023589866156787764
petit dej chococroustill,en:cakes,0.013503824091778202
cap’n crunch,en:breakfast-cereals,0.03948374760994264
udon,en:udon,0.013121414913957935
organic pea protein powder,en:chia,0.007839388145315488
crema fresca verduras,en:cream-of-vegetable-soups,0.002294455066921606
cioccolato fondente mirtillo e ibisco 54%,en:dark-chocolates,0.04569789674952199
pain au chocolat pur beurre,en:chocolate-croissant,0.041491395793499045
mouliné de légumes verts,en:vegetable-soups,0.003107074569789675
céréales p'tit carré cacao & noisettes,en:breakfast-cereals-filled-with-chocolate-hazelnuts,0.043809751434034414
gerstenbackmalz,fr:choux,0.029493307839388146
formula 1,en:meal-replacements,0.03489483747609943
"ryan's, spiced apple cider",en:groceries,0.004588910133843212
burro di arachidi,en:peanut-butters,0.05979923518164436
soupe aux poireaux et lentilles à la française,en:soups,0.03611376673040153
cavendish banana,en:bananas,0.008891013384321224
grass fed ground beef,en:meats,0.021152007648183556
pancake mix,en:cake-mixes,0.03401051625239006
afresh,en:energy-drinks,0.03522944550669216
kinder tejszelet,hu:tejszelet,0.04204110898661568
beauty collagen,en:collagen,0.03499043977055449
"madelaine chocolate company, chocolate",en:chocolate-candies,0.054995219885277245
bramwells american style peanut butter,en:peanut-butters,0.05903441682600382
pear halves in heavy syrup,en:canned-fruits,0.0076959847036328875
organic almond butter raw,en:almond-butters,0.06589388145315488
croissant ripieno alla crema di cacao,en:filled-croissants,0.0244980879541109
green beans,en:fresh-green-beans,0.0035850860420650094
original buttery spread,en:fats,0.0642925430210325
potage instantané poireau,fr:potages,0.006309751434034417
"welch's, pb & j trail mix, strawberry",en:snacks,0.047108030592734225
oatmeal raisin cookies,en:biscuits,0.037093690248565965
8 mini beignets fourrés au chocolat noisette,fr:beignets-au-chocolat,0.04280592734225622
filete de sardina en aceite de girasol,en:sardines-in-sunflower-oil,0.030305927342256213
soupe gourmet tomate,en:vegetable-soups,0.03260038240917782
mini bagels,en:breads,0.027891969407265776
freeze dried dragon fruit slices,en:freeze-dried-fruits,0.0392925430210325
pain au chocolat,en:chocolate-croissant,0.0367112810707457
organic vegan pesto,en:groceries,0.06570267686424475
shortening powder,en:cooking-helpers,0.07139101338432122
oméga 3,en:margarines-high-in-omega-3,0.046797323135755256
chorizo,en:chorizo,0.04340344168260038
sauce gourmet poivre,en:groceries,0.028393881453154874
green cabbage,en:leaf-vegetables,0.002390057361376673
fruit flavored snacks,en:confectioneries,0.025
vegan protein mango,en:protein-powders,0.03938814531548757
pane proteico,en:breads,0.02641013384321224
pindakaas,en:peanut-butters,0.059703632887189294
bacon de dinde,en:turkeys,0.017590822179732315
shiro miso,en:miso-paste,0.019168260038240917
pan,en:pastas,0.023996175908221798
nutrek,en:plant-based-foods-and-beverages,0.0511472275334608
grass fed whey protein,en:protein-powders,0.016897705544933077
protein müsli,en:mueslis,0.044096558317399615
"bread, scone & roll mix",en:cooking-helpers,0.03640057361376673
fruit gummies candy,en:confectioneries,0.029995219885277247
pizza raclette bacon,en:pizzas-pies-and-quiches,0.025095602294455066
midnight mint,en:hot-beverages,0.0
bowtie noodles,en:pastas,0.03561185468451243
triángulo de tortilla con cebolla,en:spanish-omelettes,0.01818833652007648
mehrkomponeneten protein 90 c6 banane,en:protein-powders,0.036639579349904396
tartines craquantes seigle,en:extruded-crispbreads,0.03539674952198853
nems poulet,en:chicken-nems,0.017590822179732315
familjepack schnitzel frysta,en:vegan-patties,0.02220363288718929
ketchup sans sucre ajoute,en:groceries,0.006668260038240918
soja protein,en:te,0.03781070745697897
miel de fleurs,en:flower-honeys,0.031811663479923515
pago smoothie cerise cassis et rose,en:smoothies,0.0059990439770554495
"lagg's, dieter's herbal tea",en:tea-bags,0.0
"lactaid, ice cream, butter pecan",en:frozen-desserts,0.02390057361376673
le fromage fouetté madame loïc nature au sel de guérande,en:cheese-spreads,0.024832695984703633
avocado oil greek dressing,en:avocado-oils,0.05
organic vegan protein shake mix,en:protein-powders,0.011998087954110899
fondants citron,en:jams,0.025239005736137667
crackers al rosmarino,en:crackers,0.042088910133843215
pitted prunes,en:dried-prunes,0.025
fette tostate al cacao,en:plant-based-foods,0.036304971319311666
dental gum,en:confectioneries,0.020004780114722752
flocon d'avoine - complète,en:rolled-oats,0.037093690248565965
freeze dried to go sausage scramble,en:meals,0.0482791586998088
vegavero liver active complex,en:dietary-supplements,0.02994741873804971
soupe bio tomate,en:soups,0.0036089866156787764
young chicken without neck & giblets,en:whole-chickens,0.021152007648183556
vegetarian meat substitute,en:meats,0.03460803059273423
apple cider,en:beverages,0.004588910133843212
amatriciana,it:sugo-alla-amatriciana,0.024091778202676863
75 protein,en:bodybuilding-supplements,0.0359942638623327
"canola harvest, buttery spread, with flaxseed oil",en:fats,0.05709847036328872
walkers - a dash of salt & vinegar,en:salt-and-vinegar-crisps,0.051195028680688336
red romaine,en:fruits-and-vegetables-based-foods,0.0017925430210325047
"the madelaine chocolate company, solid milk chocolate",en:chocolate-candies,0.055592734225621415
fruit snacks red belt,en:confectioneries,0.027509560229445507
vegetable gyoza,en:vegetable-gyoza,0.014603250478011472
chorizo,en:chorizo,0.04280592734225622
madeleines citron,fr:madeleines-au-citron,0.0076959847036328875
pb fit,en:supplement,0.0375
fibra canadiense mcberry,es:fibra,0.04326003824091778
purée cacahuete crunchy,en:peanut-butters,0.06080305927342256
moa,en:dietary-supplements,0.004397705544933079
bio whey protein kakao,en:protein-powders,0.03690248565965583
broccoli,en:broccoli,0.0033938814531548757
fresh spinach,en:fruits-and-vegetables-based-foods,0.002390057361376673
soupe potiron carottes et vermicelles,en:vegetable-soups,0.00745697896749522
low fat milk 1%,en:skimmed-milks,0.004158699808795411
la spalmabile al pistacchio,en:sweet-spreads,0.047705544933078395
"hfb candy, jelly fish candy",en:confectioneries,0.03499043977055449
"welch's, dried cranberries, blueberry",en:snacks,0.032504780114722756
"crush, gummy soda bottles, orange",en:confectioneries,0.025
mini macaron amandes,en:macarons,0.03960325047801147
pan de leche redondo,en:milk-bread-rolls,0.023111854684512427
peanut  better,en:peanut-butters,0.0642925430210325
batido nutricional / nutricional shake,en:supplement,0.03546845124282983
tortellini ricotta epinard,en:tortellini-ricotta-spinach,0.028393881453154874
pot au feu de légumes aux aromates,en:vegetable-soups,0.0025812619502868068
schiacciatine proteiche,it:grissini-proteici,0.040296367112810705
velouté de 10 légumes,en:cream-of-vegetable-soups,0.004110898661567878
multivitamins & minerals,en:vitamins,0.022538240917782025
organic pesto alla genovese,en:groceries,0.0655114722753346
stevia & erythritol sweetener,en:stevia-sweetener,0.038456022944550666
chili ketchup,en:ketchup,0.006811663479923518
grancereale classico,en:biscuits,0.04610420650095602
crème d'artichaut,en:artichoke-spreads,0.026792543021032504
ricola,en:hard-candies,0.023589866156787764
latte di capra,en:goat-milks,0.004493307839388145
purée de graines de tournesol bio,en:sunflower-seed-butters,0.060181644359464624
"welch's, freeze-dried grapes",en:snacks,0.03530114722753346
burro di arachidi iperproteico,en:spreadable-fats,0.052891969407265774
confiture extra de pêche blanche,en:peach-jams,0.022609942638623325
pur jus de pomme,en:squeezed-apple-juices,0.006309751434034417
lait de coco,en:coconut-milks-and-creams,0.02198852772466539
green onions,en:scallions,0.003202676864244742
ketchup napoli,en:ketchup,0.010707456978967494
haricots rouges bio,en:red-beans,0.005305927342256214
cappuccino duble choco,en:instant-beverages,0.03979445506692161
bp-er,en:dietary-supplements,0.0359942638623327
fruchtaufstrich himbeere,en:raspberry-jams,0.0849904397705545
luxury toasted muesli ancient grains & super fruits,en:breakfast-cereals,0.044192160611854686
natural ice cream,en:frozen-desserts,0.022490439770554493
chipolatas,en:chipolatas,0.022275334608030592
grissini proteici con olio di olivia,en:breadsticks,0.040296367112810705
fruit snacks,en:confectioneries,0.027509560229445507
low fat milk alternative,en:creamer,0.041204588910133844
formula 1 nutritional shake mix fragola delight,en:meal-replacements,0.008962715105162524
"la pedriza, caperberries in vinegar",en:salted-snacks,0.0017925430210325047
barretta perfectbar,en:protein-energy-bars,0.041491395793499045
sauce tomate aux courgettes bio kazidomi,en:groceries,0.005544933078393882
teddy pasta,en:pastas,0.033604206500956024
vegetarian meat substitute,en:meats,0.03460803059273423
"the madelaine chocolate company, solid milk chocolate chicks",en:chocolate-candies,0.055305927342256214
chewing-gum,en:chewing-gum,0.014890057361376673
délice de potiron châtaigne,en:pumpkin-soups,0.0034177820267686423
pate a tartiner,en:hazelnut-spreads,0.04940248565965583
pâté de sanglier supérieur truffé à 4 %,en:almond-butters,0.06563097514340344
mt. olive kosher dills,en:pickled-cucumbers,0.0
boisson chocolatée végétale à l'avoine,en:plant-based-foods,0.009608030592734226
nectar pour ngalax,en:peanut-butters,0.016706500956022944
museli,en:mueslis,0.03926864244741874
filière lait francais,en:homogenized-milks,0.004708413001912046
"emojeez, gummies candy, fruit",en:confectioneries,0.027509560229445507
cream soup air corners,en:膨化,0.04732313575525813
isalean whole blend whey based shake,en:dietary-supplements,0.04106118546845124
isalean whole blend peanut butter crisp,en:plant-based-foods,0.037739005736137664
épices à pain d'épices,en:groceries,0.03458413001912046
sour & fruity candy,en:confectioneries,0.017805927342256216
raclette,en:cow-raclette,0.03463193116634799
coquillettes,fr:coquillettes,0.03479923518164436
whey native isolate,en:protein-powders,0.03718929254302103
bio gerstengras pulver,en:food-colorings,0.025095602294455066
น้ำยาพ่นคอ,en:broccoli,0.03869502868068834
cosmic crisp apple,en:fresh-apples,0.005210325047801148
turrón chocolat,en:chocolate-turron,0.05609464627151051
dark chocolate turbinado sea salt almonds,en:nuts,0.015009560229445506
fudge brownie,en:brownies,0.04094168260038241
"augason farms, vital wheat gluten",en:cereals-and-their-products,0.033293499043977055
creamed honey with cinnamon,en:honeys,0.028608986615678775
süßlupinen mehl,en:open-beauty-facts,0.02958891013384321
frollini al cacao,en:biscuits,0.040296367112810705
30 panach' fruits,fr:gouters-individuels,0.041204588910133844
cocadas,en:confectioneries,0.029995219885277247
oreillettes,en:sweet-fritters,0.04249521988527725
crema calabacín,en:plant-based-beverages,0.005521032504780115
hydro 90 bv 104 whey protein,en:whey-protein,0.03888623326959847
skippy wafer bar,en:bars,0.06118546845124283
"the madelaine chocolate company, solid dark chocolate",en:chocolate-candies,0.05260516252390057
spirulina 125gr eco salud viva,en:spirulina,0.03781070745697897
"welch's, golden apple chips",en:snacks,0.0392925430210325
almond & coconut creamer,en:creamer,0.006668260038240918
compote de poire,en:pear-compotes,0.01570267686424474
"quick cook sprout halves, brussels sprouts",en:fruits-and-vegetables-based-foods,0.004804015296367113
tuna in olive oil,en:fish-and-meat-and-eggs,0.02041108986615679
fresh ground peanut butter,en:peanut-butters,0.05936902485659656
100% pure canola oil,en:vegetable-oils,0.08570745697896749
tarte aux bleuets sauvages,en:pies,0.02777246653919694
cream of mushroom condensed soup,en:canned-soups,0.0056883365200764814
tofu fumé bio,en:smoked-tofu,0.015248565965583175
orange drink mix,en:drink-mix,0.8
whey perfect,en:dietary-supplements,0.0375
magdalenas mini clasicas,en:madeleines,0.03938814531548757
cigarettes fourrées chocolat noisettes,fr:biscuit-patissier-fourres-chocolat-noisette,0.04880497131931166
farmer cheese,en:cheeses,0.011663479923518164
"welch's, freeze-dried fruit slices, banana & strawberry",en:snacks,0.03499043977055449
ecuador 71%,en:dark-chocolates,0.05690726577437859
fruit gummies,en:confectioneries,0.029995219885277247
saumon fumé sauvage,en:smoked-salmons,0.012308795411089866
confit d'oignons ou de figues,en:groceries,0.017304015296367114
alimento equilibrado sabor a chocolate,en:groceries,0.03979445506692161
rillettes de canard au foie gras,en:duck-rillettes,0.0025095602294455065
formula 1 healthy meal,en:milkshakes,0.038001912045889104
véritable pâte à tartiner noisettes chocolat noir,en:cocoa-and-hazelnuts-spreads,0.0617112810707457
pane bianco fresco senza glutine per celiaci,en:white-breads,0.023111854684512427
brussels sprouts,en:fruits-and-vegetables-based-foods,0.004804015296367113
"lagg's, kidneytea, herbal tea",en:tea-bags,0.0
guimauves à la vanille,en:marshmallows,0.032504780114722756
pumpkin seeds,en:pumpkin-seeds,0.057433078393881454
microwavable brussels sprouts,en:fruits-and-vegetables-based-foods,0.004756214149139579
purée de noix de cajou grillées bio,fr:pate-de-noix,0.06082695984703633
praline mit foto-herz-massiv-26 stück,de:pralinen-mit-foto,0.056333652007648186
strolghino di prosciutto,en:prepared-meats,0.027198852772466538
donut milka,en:doughnuts,0.046510516252390055
velouté de cresson.,fr:soupe-de-cresson,0.0028919694072657744
raspberry ripple ice-cream,en:ice-creams,0.020793499043977055
red onion,en:fresh-red-onions,0.004206500956022944
brins de framboise,en:flaky-biscuits,0.03781070745697897
isalean shake,en:dietary-supplements,0.03934034416826004
avena,en:cereals-and-their-products,0.047108030592734225
vintage minis,en:honeys,0.029995219885277247
pate a tartiner,fr:pates-a-tartiner,0.04780114722753346
biscuit mix,en:cake-mixes,0.04290152963671128
psiproto,en:dietary-supplements,0.002772466539196941
saucisson sec au piment d'espelette,en:dry-sausages,0.040009560229445504
english tea scones - orange,en:biscuits,0.042112810707456975
leite em pó integral,pt:leite-em-po,0.006811663479923518
"guiltless gourmet, organic unsweetened coconut water",en:plant-based-beverages,0.0016969407265774378
sauce de poisson,en:groceries,0.0056883365200764814
"angry birds, fruit gummies",en:confectioneries,0.029995219885277247
tuc intégral,en:appetizers,0.040893881453154875
earth champ nutritional vegan protein,en:protein-powders,0.034177820267686426
margarine sel de mer,en:salted-spreads,0.050406309751434036
infusion fruits rouges 200g,en:red-fruit-teas,0.00019120458891013384
ricotta di bufala campana dop,it:ricotta-di-bufala-campana,0.01579827915869981
creme fraiche,en:sour-creams,0.03561185468451243
mochi pistache,en:mochi,0.0252868068833652
amandes grillées sans sel,en:grilled-almonds,0.06450764818355641
crostata,en:crostata,0.051792543021032506
μπεσαμέλ γιώτης,el:μπεσαμέλ-χωρίς-βράσιμο,0.03790630975143403
premium chocolate sauce,en:chocolate-sauce,0.02748565965583174
ohne palmöl vegan,en:chocolate-spreads,0.05630975143403442
protein superfood,en:dietary-supplements,0.04318833652007648
ice cream drumstick,en:cheeses,0.03157265774378585
freeze-dried sliced strawberries,en:snacks,0.03499043977055449
"ritter sport, knusperflakes mit knusprigen cornflakes",en:snacks,0.05279636711281071
hot dog buns,en:protien-powder,0.011998087954110899
confiture de lait de brebis bio,en:milk-jams,0.03319789674952199
"emojeez, fruit gummies, assorted",en:confectioneries,0.027509560229445507
tapioka / tapioca „pandan“,en:tapioca,0.0365678776290631
frollini proteici,en:biscuits,0.041802103250478014
cooking spinach,en:fruits-and-vegetables-based-foods,0.002390057361376673
100% apple cider juice,en:beverages,0.004588910133843212
mousse de volaille,en:savory-mousses,0.024808795411089865
mayonnaise fine de caractère,en:mayonnaises,0.04161089866156788
chocolate morning moo's,en:creamer,0.040009560229445504
mini chaussons à la compote de pomme,en:apple-turnovers,0.03429732313575526
musztarda sarepska,pl:musztarda-sarepska,0.009273422562141491
sonnenblumenhack,en:vegetarian-grounds,0.03248087954110899
pringles,en:crisps,0.051792543021032506
nocciola,it:bevanda-di-nocciola,0.0028919694072657744
chocolate indulgence isalean whole blend whey-based bar,en:snacks,0.03776290630975143
popcorn delicio saveur chocolat,en:popcorn,0.050406309751434036
"hfb candy, candy crush color bombs",en:confectioneries,0.04500478011472275
pizzoccheri,it:pizzoccheri,0.011591778202676864
4 beignets parfum chocolat-noisette *4,en:sweet-fritters,0.03938814531548757
wafers,en:biscuits,0.05169694072657744
pain complet,en:wholemeal-breads,0.025693116634799236
collagen,en:dietary-supplements,0.03589866156787763
purée de pistaches bio,fr:pate-de-noix,0.06498565965583174
"nestle, dark truffles grand chocolate",en:chocolate-candies,0.04749043977055449
"mt. olive, sweet 'n' hot salad peppers",en:salted-snacks,0.014292543021032505
formula1 saveur cookies et crème,en:bodybuilding-supplements,0.03546845124282983
pesto basilic,en:green-pestos,0.021606118546845125
creamy potato soup mix,en:soups,0.04400095602294455
weizenmehl,en:wheat-flours,0.033795411089866154
barrett proteica cioccolato agrumi scatola da 14 bar,en:protein-bars,0.03979445506692161
organic tomato sauce bolognese,en:groceries,0.010611854684512428
herbal tea,en:herbal-teas,0.0
jus de raisin blanc,en:grape-juices,0.004660611854684513
bonbon au pain d’epices,en:candies,0.052891969407265774
jus d'abricot biologique,en:apricot-nectars,0.0048757170172084125
rouleau de surimi,en:surimi,0.010205544933078394
avena farina istantanea,it:farina-d-avena,0.03539674952198853
uncured turkey bacon,en:turkey-and-its-products,0.020004780114722752
beurre oméga 3,en:margarines,0.046797323135755256
piadina,en:piadina,0.030807839388145315
beignets framboises,en:sweet-fritters,0.03040152963671128
pizza dinde bœuf salamis,en:pizzas,0.023111854684512427
hatchers peanut butter filled milk chocolate,en:confectioneries,0.055305927342256214
fusilli multicereali,en:gluten-free-pasta,0.035109942638623326
ingwer wurzel,en:groceries,0.03040152963671128
"milkyway, magic stars chocolates",en:chocolate-candies,0.05568833652007648
rainbow bites,en:confectioneries,0.03499043977055449
délice de 10 légumes,en:vegetable-soups,0.004588910133843212
empanada atún,es:empanada-de-atun,0.027007648183556405
children's dha,en:i-want-to-know,0.021462715105162525
pavé de saumon fumé à la ficelle,fr:paves-de-saumon-fume,0.025310707456978967
velouté de tomates et pointe d'origan,en:tomato-soups,0.0027963671128107075
fix,en:greek-beers,0.0038240917782026767
kingsmill 50/50 medium bread 800g,en:breads,0.005544933078393882
proteine wpc 100,en:dietary-supplements,0.03869502868068834
chocolat noir 85% vegan,en:dark-chocolates,0.06359942638623327
carrot cake,en:carrot-cakes,0.036496175908221795
green apple chips,en:snacks,0.0392925430210325
biscuits avoine choco,en:tuna-in-brine,0.04199330783938814
"the madelaine chocolate company, solid milk chocolate cigars",en:chocolate-candies,0.053489483747609944
"celebrations, candy",en:confectioneries,0.049689292543021034
"angry birds, fruit snacks, cherry-lemon-raspberry-apple-grape-strawberry",en:confectioneries,0.030903441682600383
"the madelaine chocolate company, solid milk chocolate",en:confectioneries,0.055592734225621415
gummies,en:confectioneries,0.027509560229445507
formula 1 nutrional shake mix,en:meal-replacements,0.03979445506692161
donuts fourrage vanille,en:doughnuts,0.03410611854684512
tofu nature bio,en:plain-tofu,0.01615678776290631
baci di dama,en:fruit-salads,0.054397705544933075
tarte normande,en:norman-style-pies,0.027007648183556405
brioche senza glutine,en:gluten-free-biscuits,0.023303059273422563
spinach pizza,en:pizzas,0.0900095602294455
vintage minis,en:honeys,0.029995219885277247
provola typical crotonese,en:cheeses,0.030879541108986615
barbecue protein chips,en:crisps,0.04474187380497132
allumettes de bacon,en:butfalo-mac-and-cheese,0.012404397705544933
vintage minis,en:honeys,0.029995219885277247
100% pure orange juice from concentrate,en:orange-juices,0.004230401529636711
pindakaas,en:peanut-butters,0.06187858508604206
baby brussels sprouts,en:fruits-and-vegetables-based-foods,0.004804015296367113
gummies,en:confectioneries,0.029995219885277247
pavé de saumon fumé à la ficelle,fr:saumons-fumes-a-la-ficelle,0.025310707456978967
"welch's, dried mediterranean apricots",en:dried-apricots,0.022490439770554493
"dr pepper, gummy candies",en:confectioneries,0.025
biscuits cuillers,en:sponge-fingers-biscuit,0.035420650095602295
absolute black,en:candy-chocolate-bars,0.059536328871892925
"welch's, triple fruit treat, mango, cranberries, blueberries",en:snacks,0.03479923518164436
milk chocolate malt balls,en:chocolate-candies,0.05250956022944551
dental gum,en:sugar-free-chewing-gum,0.020004780114722752
sauce tomate puttanesca bio kazidomi,fr:sauce-italienne,0.0074091778202676865
nutri+ vegan 3k proteinpulver,en:pastas,0.03501434034416826
pumpkin seeds,en:shelled-pumpkin-seeds,0.06333652007648184
malt loaf,en:malt-loaf,0.03171606118546845
soup mix,en:soups,0.04130019120458891
tarte noix de coco,en:coconut-pies,0.03809751434034417
greek yogurt,en:greek-style-yogurts,0.008675908221797323
xanthan gum,en:xanthan-gum,0.018307839388145314
protein break,en:bodybuilding-supplements,0.045291586998087954
roseguard  vitamin a c e  rosmery,en:supplement,0.0
100% whole wheat hot dog buns,en:protein-powders,0.015009560229445506
mixed peppers,en:mixed-peppers,0.0018881453154875718
ensalada cesar,en:salads,0.010707456978967494
cheese and onion,en:cheese-and-onion-crisps,0.05126673040152964
isapro plant based protein,en:dietary-supplements,0.040009560229445504
sugar cookie mix,en:baking-mixes,0.036663479923518164
niteworks,en:dietary-supplements,0.0
cabillaud pané façon fish’n’chips,en:breaded-fish,0.018403441682600382
organic tomato pulp,en:tomato-pulps,0.003202676864244742
apple & cinnamon tea,en:teas,0.0
kingsmill 50/50 medium bread 800g,en:breads,0.005544933078393882
riso s. andrea,en:rices,0.03608986615678776
corned beef,en:corned-beef,0.023494263862332696
coca cola,en:colas,0.004206500956022944
petit déjeuner sarrasin,en:cereals-and-their-products,0.04940248565965583
tuna salad wheat sandwich,en:tuna-sandwiches,0.03640057361376673
powder -nonfat dry milk,en:creamer,0.033293499043977055
cookies au chocolat,en:chocolate-chip-cookies,0.04880497131931166
yaourt vanille sucré,en:dairies,0.002605162523900574
soupe suprême de tomates,en:soups,0.004493307839388145
10 chicken stock cubes,en:bouillon-cubes,0.000621414913957935
born fruta fresca deshidratada,en:dried-fruits,0.036209369024856594
veganes protein schoko,en:protein-powders,0.03539674952198853
garden salsa,en:chips,0.009010516252390056
pizza salami,en:pizzas,0.02980401529636711
kombucha,en:kombuchas,0.0005019120458891013
creamed honey with lemon,en:honeys,0.028608986615678775
cacao in polvere,en:cocoa-powders,0.03819311663479923
olio extravergine di oliva,it:olio-extravergine-di-oliva,0.08240917782026769
mélange vegan pour boisson proteinee,fr:melange-vegan-pour-boisson-proteinee,0.03895793499043977
wafer  zero cacao e nocciola,en:protein-bars,0.050406309751434036
bio erbsen protein 82%,en:protein-powders,0.04022466539196941
exploding candy,en:confectioneries,0.033293499043977055
"welch's, freeze-dried apple slices",en:snacks,0.03499043977055449
"welch's, dried cranberries",en:dried-cranberries,0.032504780114722756
ravioli frais à la roquette et aux épinards,en:ravioli-with-ricotta-and-spinach,0.024904397705544933
mixed fruit gummies,en:confectioneries,0.029995219885277247
"mcvitie's, mini gingerbread men, milk chocolate",en:biscuits,0.047992351816443596
"welch's, wholesome & delicious dried mangos",en:snacks,0.03499043977055449
boisson nutritionnelle,en:supplement,0.03979445506692161
gehacktes,en:plant-based-foods,0.010492351816443594
chips de banane,en:dried-bananas,0.05141013384321224
chicken boullion,en:soups,0.025
burro di arachidi,en:peanut-butters,0.05979923518164436
mandeln naturbelassen,en:whole-almonds,0.05881931166347992
pastilles neutres bio,fr:pastilles,0.07989961759082218
potiron et vermicelles,en:cream-of-pumpkin-soups,0.002605162523900574
donuts coco noisette,en:doughnuts,0.04349904397705545
"welch's, pb&j trail mix, grape",en:snacks,0.047108030592734225
italian tomato puree,en:tomato-purees,0.008962715105162524
"candy crush, jelly beans, mixed berry - cherry - peach - pear buttered popcorn - cotton candy",en:confectioneries,0.03499043977055449
poudre de lait de coco,en:coconut-milks-and-creams,0.06900095602294455
dehydrated potato flakes,en:mixed-vegetables,0.03479923518164436
confiture de fraise,en:strawberry-jams,0.024091778202676863
thrive plant protein - chocolate swirl,en:wines,0.03441682600382409
"cherry & dark chocolate truffles, cherry & dark chocolate",en:chocolate-candies,0.05
beverge mix,en:protien,0.525
hello fresh,en:smoked-meat,0.01950286806883365
boisson aux fruits tropicaux,en:beverages,0.00380019120458891
lait de coco,en:coconut-milks-and-creams,0.017710325047801147
solid dark chocolate,en:chocolate-candies,0.05250956022944551
nutritional yeast,en:vegan,0.0375
pain au chocolat pur beurre x10,en:chocolate-croissant,0.04220841300191205
snep plus,en:colombian-coffees,0.021510516252390057
pain mie toast nature canape,en:breads,0.028991395793499044
collagen elixir,en:dietary-supplements,0.009990439770554494
chokodomi pâte à tartiner chocolat noisettes bio,en:chocolate-spreads,0.05693116634799235
geschnetzeltes,en:meat-analogues,0.009990439770554494
lentilles brunes bio,en:brown-lentils,0.0054254302103250475
crème de marrons,en:chestnut-spreads,0.018475143403441682
beignets gourmands parfum choco-noisettes,en:doughnuts-filled-with-chocolate,0.040607074569789674
jamon,en:raw-cured-ham,0.028991395793499044
"madelaine chocolate, it's a girl! solid milk chocolate cigars, milk chocolate",en:chocolate-candies,0.053489483747609944
plantain chips,en:plantain-chips,0.056668260038240915
nectarines,en:fresh-nectarines,0.004541108986615678
"milkyway, magic stars chocolates",en:chocolate-candies,0.055903441682600384
confiture d'oranges,fr:cakes-aux-raisins,0.042256214149139576
cooked shrimp peeled and deveined tail off,en:frozen-seafood,0.009392925430210326
red leaf,en:fruits-and-vegetables-based-foods,0.0017925430210325047
bonbons de chocolat assortis,en:confectioneries,0.049091778202676864
sliced cracked wheat sourdough bread,en:sourdough-bread,0.023064053537284895
velouté de légumes du soleil,en:canned-vegetable-soups,0.0034894837476099425
cream of chicken soup mix,en:soups,0.04349904397705545
avocado lime flavour sauce,en:sauces,0.023207456978967495
ribbelchips naturel,en:potato-crisps-in-sunflower-oil,0.05250956022944551
honey coated banana slices,en:snacks,0.05480401529636711
oven baking potato,en:fresh-potatoes,0.009297323135755257
beurre de cacahuete,en:peanut-butters,0.06140057361376673
sauce tomate au thon & olives bio kazidomi,en:groceries,0.006405353728489484
dehydrated apple slices,en:snacks,0.03530114722753346
pruneau d'agen,fr:pruneaux-d-agen,0.023398661567877628
"the madelaine chocolate company, solid milk chocolate",en:chocolate-candies,0.054995219885277245
bevanda al gusto di cacao,en:protein-powders,0.03520554493307839
white chocolate,en:white-chocolates,0.05750478011472275
"healthy food brands, a&w, soda bottles gummy candies with real a&w root beer",en:confectioneries,0.025
26 38,en:five-cheese-pizza,0.025717017208413
naranjitos,en:chocolate-covered-fruits,0.041204588910133844
mixed fruit gummies,en:confectioneries,0.029995219885277247
poudre de protéines d'amande,en:protein-powders,0.03869502868068834
soft chewy twisted candy bites,en:confectioneries,0.029995219885277247
passata de tomates bio,en:groceries,0.0031309751434034417
mix fruits rojos,en:dietary-supplements,0.03322179732313575
sandwich jambon fraicheur,en:baguette-sandwiches-with-ham-and-butter,0.02041108986615679
milk chocolate rose,en:confectioneries,0.052390057361376675
farina avena,it:farina-d-avena,0.03539674952198853
tnt exploding candy,en:confectioneries,0.033293499043977055
minotaur bio - huile d'olive vierge extra,en:virgin-olive-oils,0.08099904397705544
moelleux au chocolat,en:molten-chocolate-cakes,0.045578393881453155
dutch chocolate,en:protein-powders,0.042662523900573616
